#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  25600      5.88e-02    5.95e-02      9.27e-03    4.97e-03      1.87e-03    1.96e-03    4.5e-03
  25700      1.06e-01    1.26e-01      2.11e-02    3.28e-02      3.24e-03    3.64e-03    4.5e-03
  25800      1.22e-01    1.10e-01      2.65e-02    1.74e-02      3.70e-03    3.50e-03    4.5e-03
  25900      9.47e-02    1.51e-01      3.03e-02    3.47e-02      2.48e-03    4.52e-03    4.5e-03
  26000      1.03e-01    1.11e-01      3.27e-02    4.19e-02      2.73e-03    2.52e-03    4.5e-03
  26100      1.85e-01    1.22e-01      7.89e-03    5.89e-03      6.15e-03    4.03e-03    4.5e-03
  26200      1.15e-01    1.75e-01      4.74e-02    4.88e-02      2.35e-03    4.92e-03    4.5e-03
  26300      1.06e-01    8.09e-02      1.48e-02    1.25e-02      3.40e-03    2.57e-03    4.5e-03
  26400      1.33e-01    9.08e-02      1.50e-02    1.70e-02      4.32e-03    2.82e-03    4.5e-03
  26500      9.06e-02    1.19e-01      8.61e-03    1.76e-02      2.96e-03    3.81e-03    4.5e-03
  26600      1.03e-01    1.12e-01      3.86e-02    3.05e-02      2.36e-03    3.17e-03    4.5e-03
  26700      1.05e-01    1.07e-01      2.78e-02    3.77e-02      3.03e-03    2.62e-03    4.5e-03
  26800      1.56e-01    1.38e-01      4.15e-04    1.30e-03      5.20e-03    4.61e-03    4.5e-03
  26900      1.18e-01    9.27e-02      9.73e-03    6.37e-03      3.88e-03    3.06e-03    4.5e-03
  27000      9.43e-02    1.22e-01      2.04e-02    2.59e-02      2.85e-03    3.70e-03    4.5e-03
  27100      5.84e-02    8.10e-02      2.06e-03    7.07e-03      1.94e-03    2.66e-03    4.5e-03
  27200      9.24e-02    6.80e-02      1.79e-03    9.36e-03      3.07e-03    2.18e-03    4.5e-03
  27300      5.95e-02    7.39e-02      8.77e-03    1.07e-03      1.90e-03    2.46e-03    4.5e-03
  27400      8.69e-02    7.98e-02      2.16e-02    2.70e-02      2.54e-03    2.02e-03    4.5e-03
  27500      1.00e-01    1.00e-01      3.06e-02    3.06e-02      2.70e-03    2.70e-03    4.5e-03
  27600      8.48e-02    9.15e-02      2.22e-02    2.28e-02      2.44e-03    2.68e-03    4.5e-03
  27700      1.52e-01    9.92e-02      2.18e-02    1.84e-02      4.86e-03    3.08e-03    4.5e-03
  27800      7.29e-02    7.20e-02      1.96e-02    2.28e-02      2.08e-03    1.90e-03    4.5e-03
  27900      5.81e-02    8.32e-02      4.57e-03    9.77e-04      1.91e-03    2.77e-03    4.5e-03
  28000      1.04e-01    8.77e-02      1.60e-02    1.16e-02      3.32e-03    2.82e-03    4.5e-03
  28100      9.25e-02    8.43e-02      2.02e-02    7.68e-03      2.79e-03    2.76e-03    4.5e-03
  28200      1.15e-01    1.26e-01      3.70e-02    4.30e-02      3.01e-03    3.15e-03    4.5e-03
  28300      1.43e-01    8.42e-02      2.74e-02    2.30e-02      4.41e-03    2.39e-03    4.5e-03
  28400      1.76e-01    1.21e-01      2.92e-02    3.85e-02      5.57e-03    3.18e-03    4.5e-03
  28500      1.34e-01    1.08e-01      4.70e-02    4.62e-02      3.28e-03    2.03e-03    4.5e-03
  28600      1.82e-01    1.33e-01      3.91e-02    3.14e-02      5.53e-03    3.95e-03    4.5e-03
  28700      1.79e-01    2.28e-01      4.63e-02    4.23e-02      5.16e-03    7.10e-03    4.5e-03
  28800      1.64e-01    1.52e-01      5.30e-02    4.62e-02      4.26e-03    4.12e-03    4.5e-03
  28900      1.38e-01    1.31e-01      6.01e-02    5.04e-02      2.53e-03    2.91e-03    4.5e-03
  29000      1.05e-01    1.48e-01      3.20e-02    3.31e-02      2.84e-03    4.46e-03    4.5e-03
  29100      7.59e-02    7.77e-02      2.14e-02    1.68e-02      2.12e-03    2.35e-03    4.5e-03
  29200      7.21e-02    7.93e-02      2.07e-02    2.44e-02      2.00e-03    2.13e-03    4.5e-03
  29300      6.66e-02    6.84e-02      5.03e-03    1.32e-02      2.19e-03    2.11e-03    4.5e-03
  29400      1.51e-01    1.26e-01      5.26e-02    5.17e-02      3.71e-03    2.60e-03    4.5e-03
  29500      1.34e-01    1.07e-01      2.87e-02    2.55e-02      4.05e-03    3.18e-03    4.5e-03
  29600      1.05e-01    7.03e-02      7.59e-03    7.54e-03      3.45e-03    2.29e-03    4.5e-03
  29700      8.10e-02    8.14e-02      3.07e-02    1.98e-02      1.84e-03    2.40e-03    4.5e-03
  29800      1.67e-01    1.25e-01      1.25e-02    6.71e-03      5.50e-03    4.13e-03    4.5e-03
  29900      1.13e-01    1.28e-01      2.51e-02    3.28e-02      3.40e-03    3.69e-03    4.5e-03
  30000      7.37e-02    5.19e-02      3.58e-03    7.93e-04      2.50e-03    1.77e-03    4.3e-03
  30100      6.37e-02    6.80e-02      2.29e-03    2.30e-03      2.17e-03    2.31e-03    4.3e-03
  30200      5.04e-02    6.11e-02      3.83e-03    6.56e-03      1.69e-03    2.02e-03    4.3e-03
  30300      1.22e-01    1.18e-01      3.62e-02    3.68e-02      3.07e-03    2.85e-03    4.3e-03
  30400      1.10e-01    7.13e-02      1.85e-02    2.73e-03      3.47e-03    2.42e-03    4.3e-03
  30500      7.35e-02    6.10e-02      8.54e-03    1.01e-02      2.42e-03    1.93e-03    4.3e-03
  30600      1.24e-01    1.13e-01      4.77e-02    4.25e-02      2.07e-03    2.04e-03    4.3e-03
  30700      9.83e-02    8.33e-02      3.34e-02    2.17e-02      2.15e-03    2.30e-03    4.3e-03
  30800      7.47e-02    6.78e-02      8.15e-03    3.95e-03      2.47e-03    2.30e-03    4.3e-03
  30900      8.42e-02    8.88e-02      2.15e-02    1.96e-02      2.35e-03    2.63e-03    4.3e-03
  31000      9.54e-02    8.87e-02      2.68e-02    2.99e-02      2.51e-03    1.96e-03    4.3e-03
  31100      7.98e-02    1.06e-01      1.37e-02    1.47e-02      2.51e-03    3.46e-03    4.3e-03
  31200      7.58e-02    6.85e-02      1.37e-02    1.56e-02      2.36e-03    2.00e-03    4.3e-03
  31300      9.46e-02    6.15e-02      1.22e-02    9.92e-03      3.09e-03    1.96e-03    4.3e-03
  31400      9.40e-02    9.19e-02      2.14e-02    2.17e-02      2.76e-03    2.65e-03    4.3e-03
  31500      1.18e-01    1.04e-01      3.92e-02    3.16e-02      2.68e-03    2.59e-03    4.3e-03
  31600      1.35e-01    2.20e-01      5.60e-03    1.17e-02      4.59e-03    7.45e-03    4.3e-03
  31700      5.39e-02    6.43e-02      2.46e-04    9.01e-03      1.84e-03    2.08e-03    4.3e-03
  31800      5.49e-02    1.19e-01      9.25e-04    9.05e-03      1.87e-03    3.99e-03    4.3e-03
  31900      1.06e-01    9.84e-02      3.01e-02    2.86e-02      2.77e-03    2.53e-03    4.3e-03
  32000      1.40e-01    1.34e-01      4.48e-02    5.12e-02      3.31e-03    2.31e-03    4.3e-03
  32100      8.61e-02    1.36e-01      1.39e-02    1.16e-02      2.74e-03    4.56e-03    4.3e-03
  32200      6.80e-02    7.71e-02      1.47e-02    1.09e-02      2.02e-03    2.50e-03    4.3e-03
  32300      8.20e-02    1.58e-01      5.23e-03    6.76e-03      2.77e-03    5.38e-03    4.3e-03
  32400      8.91e-02    8.20e-02      2.42e-02    2.41e-02      2.40e-03    2.09e-03    4.3e-03
  32500      1.43e-01    8.45e-02      1.25e-03    5.39e-03      4.89e-03    2.85e-03    4.3e-03
  32600      7.15e-02    7.16e-02      1.81e-02    1.74e-02      2.00e-03    2.04e-03    4.3e-03
  32700      2.84e-01    2.47e-01      2.24e-03    4.24e-03      9.70e-03    8.42e-03    4.3e-03
  32800      7.56e-02    6.91e-02      8.76e-03    2.61e-03      2.49e-03    2.35e-03    4.3e-03
  32900      9.87e-02    6.29e-02      2.88e-02    1.17e-02      2.53e-03    1.95e-03    4.3e-03
  33000      1.20e-01    7.58e-02      3.53e-03    5.40e-04      4.09e-03    2.59e-03    4.3e-03
  33100      8.03e-02    7.58e-02      2.19e-02    1.95e-02      2.16e-03    2.10e-03    4.3e-03
  33200      9.43e-02    8.49e-02      1.25e-02    1.23e-02      3.07e-03    2.74e-03    4.3e-03
  33300      6.50e-02    9.64e-02      1.82e-02    1.79e-02      1.72e-03    2.99e-03    4.3e-03
  33400      9.41e-02    8.22e-02      1.92e-02    2.20e-02      2.85e-03    2.23e-03    4.3e-03
  33500      1.61e-01    1.33e-01      5.68e-03    3.47e-03      5.49e-03    4.52e-03    4.3e-03
  33600      1.09e-01    8.10e-02      1.45e-02    1.53e-02      3.54e-03    2.50e-03    4.3e-03
  33700      6.64e-02    6.64e-02      9.97e-03    1.03e-02      2.13e-03    2.12e-03    4.3e-03
  33800      1.01e-01    1.30e-01      1.32e-02    1.45e-02      3.30e-03    4.30e-03    4.3e-03
  33900      7.22e-02    9.25e-02      4.21e-03    2.31e-03      2.44e-03    3.15e-03    4.3e-03
  34000      8.76e-02    6.16e-02      3.65e-03    5.42e-03      2.98e-03    2.06e-03    4.3e-03
  34100      7.64e-02    9.31e-02      2.42e-02    3.03e-02      1.82e-03    2.15e-03    4.3e-03
  34200      8.71e-02    8.73e-02      1.21e-02    1.02e-02      2.83e-03    2.88e-03    4.3e-03
  34300      8.37e-02    7.25e-02      1.20e-02    6.53e-03      2.70e-03    2.42e-03    4.3e-03
  34400      7.26e-02    9.83e-02      3.77e-03    8.86e-03      2.46e-03    3.29e-03    4.3e-03
  34500      1.03e-01    1.17e-01      3.70e-02    3.84e-02      2.05e-03    2.69e-03    4.3e-03
  34600      8.05e-02    9.42e-02      1.10e-02    1.13e-02      2.61e-03    3.10e-03    4.3e-03
  34700      1.11e-01    1.03e-01      2.77e-02    2.21e-02      3.14e-03    3.09e-03    4.3e-03
  34800      6.25e-02    6.29e-02      1.18e-02    1.12e-02      1.93e-03    1.97e-03    4.3e-03
  34900      8.35e-02    6.37e-02      1.11e-02    7.49e-03      2.72e-03    2.10e-03    4.3e-03
  35000      1.25e-01    1.26e-01      4.30e-02    4.05e-02      2.68e-03    2.94e-03    4.3e-03
  35100      6.76e-02    6.03e-02      3.34e-04    5.61e-03      2.31e-03    2.01e-03    4.3e-03
  35200      9.19e-02    8.61e-02      2.57e-02    2.73e-02      2.43e-03    2.05e-03    4.3e-03
  35300      1.04e-01    6.63e-02      1.65e-02    1.47e-02      3.32e-03    1.96e-03    4.3e-03
  35400      8.27e-02    5.33e-02      1.24e-02    6.80e-03      2.66e-03    1.74e-03    4.3e-03
  35500      8.19e-02    7.68e-02      6.20e-03    3.99e-03      2.76e-03    2.60e-03    4.3e-03
  35600      7.47e-02    1.23e-01      2.04e-02    1.89e-02      2.01e-03    3.94e-03    4.3e-03
  35700      1.01e-01    1.06e-01      6.78e-04    2.22e-03      3.44e-03    3.61e-03    4.3e-03
  35800      1.30e-01    1.07e-01      3.95e-03    4.67e-03      4.43e-03    3.64e-03    4.3e-03
  35900      9.92e-02    1.22e-01      1.49e-02    1.62e-02      3.19e-03    3.96e-03    4.3e-03
  36000      1.44e-01    1.70e-01      3.28e-02    4.01e-02      4.20e-03    4.92e-03    4.3e-03
  36100      7.33e-02    7.33e-02      4.57e-03    4.57e-03      2.48e-03    2.48e-03    4.3e-03
  36200      6.26e-02    8.26e-02      1.13e-02    1.82e-02      1.95e-03    2.45e-03    4.3e-03
  36300      1.05e-01    1.02e-01      2.87e-02    2.83e-02      2.80e-03    2.73e-03    4.3e-03
  36400      1.07e-01    6.30e-02      7.64e-03    1.75e-03      3.60e-03    2.15e-03    4.3e-03
  36500      7.58e-02    7.05e-02      2.80e-03    6.19e-03      2.58e-03    2.36e-03    4.3e-03
  36600      1.79e-01    1.63e-01      6.41e-02    6.15e-02      3.62e-03    2.87e-03    4.3e-03
  36700      6.38e-02    8.80e-02      1.46e-03    3.20e-03      2.17e-03    3.00e-03    4.3e-03
  36800      6.50e-02    6.50e-02      8.61e-03    1.57e-02      2.12e-03    1.86e-03    4.3e-03
  36900      7.12e-02    6.57e-02      1.54e-02    1.02e-02      2.12e-03    2.10e-03    4.3e-03
  37000      1.34e-01    1.23e-01      2.76e-02    2.62e-02      4.06e-03    3.66e-03    4.3e-03
  37100      9.04e-02    1.19e-01      3.13e-02    3.51e-02      1.92e-03    3.01e-03    4.3e-03
  37200      1.20e-01    7.23e-02      2.01e-02    1.60e-02      3.81e-03    2.14e-03    4.3e-03
  37300      7.33e-02    5.85e-02      1.28e-02    1.04e-02      2.30e-03    1.83e-03    4.3e-03
  37400      7.64e-02    6.90e-02      5.18e-04    9.98e-04      2.61e-03    2.36e-03    4.3e-03
  37500      1.17e-01    8.74e-02      8.70e-03    9.33e-03      3.94e-03    2.90e-03    4.3e-03
  37600      1.13e-01    9.24e-02      4.60e-04    1.90e-03      3.88e-03    3.15e-03    4.3e-03
  37700      8.09e-02    1.21e-01      1.19e-02    1.20e-02      2.61e-03    4.02e-03    4.3e-03
  37800      7.64e-02    6.34e-02      4.35e-03    1.13e-02      2.59e-03    1.98e-03    4.3e-03
  37900      6.96e-02    8.25e-02      6.27e-03    1.02e-02      2.33e-03    2.70e-03    4.3e-03
  38000      8.92e-02    1.14e-01      3.00e-02    3.09e-02      1.98e-03    3.08e-03    4.3e-03
  38100      1.39e-01    1.38e-01      9.75e-04    1.34e-03      4.74e-03    4.70e-03    4.3e-03
  38200      9.81e-02    8.44e-02      1.92e-02    2.47e-02      3.00e-03    2.16e-03    4.3e-03
  38300      7.36e-02    7.73e-02      1.04e-02    9.94e-03      2.38e-03    2.52e-03    4.3e-03
  38400      1.01e-01    8.93e-02      1.96e-02    2.09e-02      3.10e-03    2.59e-03    4.3e-03
  38500      5.66e-02    6.27e-02      9.73e-03    1.06e-02      1.78e-03    1.98e-03    4.3e-03
  38600      7.37e-02    7.03e-02      6.61e-03    2.09e-03      2.46e-03    2.40e-03    4.3e-03
  38700      9.18e-02    9.13e-02      2.43e-02    2.49e-02      2.51e-03    2.46e-03    4.3e-03
  38800      1.31e-01    1.04e-01      2.73e-02    2.70e-02      3.96e-03    2.87e-03    4.3e-03
  38900      1.24e-01    1.14e-01      2.73e-02    2.27e-02      3.66e-03    3.47e-03    4.3e-03
  39000      1.34e-01    1.34e-01      1.05e-02    8.63e-03      4.52e-03    4.52e-03    4.3e-03
  39100      6.69e-02    6.44e-02      8.88e-03    5.63e-03      2.18e-03    2.15e-03    4.3e-03
  39200      4.73e-02    5.39e-02      4.14e-03    6.29e-03      1.58e-03    1.78e-03    4.3e-03
  39300      7.87e-02    6.64e-02      6.99e-03    1.31e-02      2.63e-03    2.03e-03    4.3e-03
  39400      7.61e-02    8.36e-02      1.93e-02    2.26e-02      2.13e-03    2.26e-03    4.3e-03
  39500      7.74e-02    5.21e-02      9.29e-04    2.93e-03      2.64e-03    1.76e-03    4.3e-03
  39600      6.37e-02    7.10e-02      8.26e-03    1.04e-02      2.08e-03    2.29e-03    4.3e-03
  39700      9.96e-02    9.25e-02      1.77e-02    1.41e-02      3.11e-03    2.97e-03    4.3e-03
  39800      4.94e-02    6.45e-02      1.21e-02    9.52e-03      1.40e-03    2.08e-03    4.3e-03
  39900      1.03e-01    8.45e-02      2.07e-02    2.87e-02      3.12e-03    1.85e-03    4.3e-03
  40000      8.15e-02    6.69e-02      9.20e-03    1.25e-02      2.74e-03    2.06e-03    4.1e-03
  40100      9.03e-02    9.53e-02      1.55e-02    1.42e-02      2.85e-03    3.09e-03    4.1e-03
  40200      1.11e-01    7.97e-02      1.04e-02    1.37e-02      3.77e-03    2.51e-03    4.1e-03
  40300      6.36e-02    6.03e-02      6.01e-03    1.40e-03      2.16e-03    2.11e-03    4.1e-03
  40400      1.26e-01    1.41e-01      3.14e-02    3.16e-02      3.43e-03    4.06e-03    4.1e-03
  40500      1.08e-01    9.26e-02      3.22e-02    3.12e-02      2.49e-03    1.68e-03    4.1e-03
  40600      7.19e-02    7.87e-02      2.12e-02    2.47e-02      1.67e-03    1.66e-03    4.1e-03
  40700      1.20e-01    6.54e-02      7.88e-03    1.02e-02      4.15e-03    2.10e-03    4.1e-03
  40800      6.71e-02    6.07e-02      1.28e-03    8.71e-04      2.35e-03    2.12e-03    4.1e-03
  40900      8.10e-02    6.04e-02      1.82e-04    3.62e-03      2.84e-03    2.09e-03    4.1e-03
  41000      1.18e-01    1.27e-01      9.53e-04    1.47e-02      4.13e-03    4.24e-03    4.1e-03
  41100      9.01e-02    9.78e-02      3.03e-02    2.97e-02      1.64e-03    2.17e-03    4.1e-03
  41200      7.21e-02    6.16e-02      1.41e-02    1.19e-02      2.19e-03    1.88e-03    4.1e-03
  41300      1.20e-01    1.35e-01      3.48e-02    3.40e-02      2.85e-03    3.66e-03    4.1e-03
  41400      8.72e-02    1.02e-01      1.25e-02    1.60e-02      2.84e-03    3.28e-03    4.1e-03
  41500      5.98e-02    8.62e-02      9.48e-03    1.07e-02      1.92e-03    2.87e-03    4.1e-03
  41600      1.12e-01    9.19e-02      1.25e-02    8.93e-03      3.75e-03    3.12e-03    4.1e-03
  41700      1.69e-01    2.15e-01      6.00e-02    5.97e-02      2.58e-03    5.33e-03    4.1e-03
  41800      8.51e-02    9.15e-02      8.02e-03    7.23e-03      2.89e-03    3.14e-03    4.1e-03
  41900      9.51e-02    4.38e-02      4.05e-03    3.98e-03      3.31e-03    1.49e-03    4.1e-03
  42000      5.97e-02    6.60e-02      1.17e-02    8.54e-03      1.82e-03    2.18e-03    4.1e-03
  42100      8.55e-02    1.38e-01      1.67e-02    2.47e-02      2.60e-03    4.32e-03    4.1e-03
  42200      1.02e-01    9.89e-02      2.10e-02    2.10e-02      3.05e-03    2.92e-03    4.1e-03
  42300      8.17e-02    8.57e-02      1.68e-02    2.82e-02      2.44e-03    1.64e-03    4.1e-03
  42400      7.35e-02    5.26e-02      1.58e-03    1.16e-03      2.57e-03    1.84e-03    4.1e-03
  42500      1.24e-01    1.24e-01      3.87e-02    3.87e-02      2.62e-03    2.62e-03    4.1e-03
  42600      1.88e-01    2.20e-01      5.39e-02    5.41e-02      4.52e-03    6.03e-03    4.1e-03
  42700      5.94e-02    4.99e-02      1.04e-02    4.49e-03      1.86e-03    1.70e-03    4.1e-03
  42800      9.11e-02    5.34e-02      1.09e-02    7.47e-03      3.04e-03    1.75e-03    4.1e-03
  42900      5.96e-02    7.76e-02      1.39e-02    1.44e-02      1.68e-03    2.40e-03    4.1e-03
  43000      4.98e-02    6.54e-02      5.03e-03    4.07e-03      1.69e-03    2.26e-03    4.1e-03
  43100      7.90e-02    6.30e-02      2.48e-03    1.24e-02      2.76e-03    1.91e-03    4.1e-03
  43200      5.91e-02    9.24e-02      6.93e-03    9.52e-03      1.98e-03    3.12e-03    4.1e-03
  43300      9.63e-02    7.99e-02      2.13e-02    2.23e-02      2.79e-03    1.98e-03    4.1e-03
  43400      1.26e-01    9.77e-02      1.73e-02    1.98e-02      4.15e-03    2.93e-03    4.1e-03
  43500      1.11e-01    9.34e-02      2.80e-02    2.22e-02      2.97e-03    2.61e-03    4.1e-03
  43600      8.82e-02    8.93e-02      1.23e-02    1.21e-02      2.89e-03    2.94e-03    4.1e-03
  43700      7.22e-02    6.58e-02      1.31e-02    1.28e-02      2.24e-03    2.00e-03    4.1e-03
  43800      1.34e-01    1.19e-01      1.38e-02    1.11e-02      4.52e-03    4.06e-03    4.1e-03
  43900      4.95e-02    1.05e-01      6.91e-03    6.66e-03      1.62e-03    3.64e-03    4.1e-03
  44000      1.06e-01    1.04e-01      3.66e-02    3.53e-02      1.76e-03    1.88e-03    4.1e-03
  44100      7.62e-02    7.37e-02      1.64e-02    1.03e-02      2.23e-03    2.41e-03    4.1e-03
  44200      1.20e-01    4.85e-02      4.83e-03    4.89e-03      4.17e-03    1.64e-03    4.1e-03
  44300      6.36e-02    4.65e-02      3.76e-04    3.03e-03      2.23e-03    1.61e-03    4.1e-03
  44400      8.23e-02    7.18e-02      6.10e-03    9.73e-03      2.83e-03    2.36e-03    4.1e-03
  44500      1.32e-01    1.37e-01      4.60e-02    4.69e-02      2.13e-03    2.36e-03    4.1e-03
  44600      6.57e-02    6.18e-02      4.63e-03    1.32e-03      2.27e-03    2.16e-03    4.1e-03
  44700      1.55e-01    1.25e-01      4.22e-02    4.36e-02      3.94e-03    2.02e-03    4.1e-03
  44800      5.23e-02    6.35e-02      9.98e-03    6.99e-04      1.60e-03    2.22e-03    4.1e-03
  44900      6.56e-02    5.86e-02      1.54e-03    8.06e-04      2.30e-03    2.05e-03    4.1e-03
  45000      9.50e-02    1.05e-01      2.67e-02    2.55e-02      2.33e-03    2.89e-03    4.1e-03
  45100      5.79e-02    6.98e-02      6.25e-03    5.80e-03      1.95e-03    2.39e-03    4.1e-03
  45200      1.62e-01    1.67e-01      1.54e-02    1.51e-02      5.51e-03    5.69e-03    4.1e-03
  45300      7.51e-02    5.65e-02      1.38e-03    2.45e-03      2.63e-03    1.97e-03    4.1e-03
  45400      8.65e-02    9.83e-02      2.32e-02    2.43e-02      2.22e-03    2.68e-03    4.1e-03
  45500      7.73e-02    5.56e-02      6.07e-03    6.13e-03      2.65e-03    1.87e-03    4.1e-03
  45600      8.52e-02    7.70e-02      2.21e-02    2.17e-02      2.25e-03    1.89e-03    4.1e-03
  45700      6.65e-02    9.26e-02      1.72e-02    2.33e-02      1.75e-03    2.50e-03    4.1e-03
  45800      5.71e-02    4.60e-02      4.60e-03    7.96e-04      1.96e-03    1.61e-03    4.1e-03
  45900      7.66e-02    6.24e-02      5.42e-03    1.39e-03      2.64e-03    2.18e-03    4.1e-03
  46000      8.65e-02    6.77e-02      2.60e-02    1.79e-02      1.96e-03    1.76e-03    4.1e-03
  46100      6.07e-02    5.19e-02      3.51e-04    2.78e-03      2.13e-03    1.80e-03    4.1e-03
  46200      4.56e-02    5.21e-02      3.34e-03    2.24e-03      1.57e-03    1.82e-03    4.1e-03
  46300      7.81e-02    7.36e-02      8.11e-03    6.25e-03      2.64e-03    2.52e-03    4.1e-03
